epoch,seconds,train_loss,train_macro_f1,train_balanced_acc,train_high_risk_recall,val_loss,val_macro_f1,val_balanced_acc,val_high_risk_recall
1,112.0,1.6431374748547871,0.42890072816683383,0.5051327584245678,0.7240473061760841,1.4281938620385406,0.539061835530601,0.5951838595844842,0.8475609756097561
2,83.8,0.7792931531199175,0.6373686071847567,0.7076207128210629,0.8449408672798949,1.2315780730605814,0.5850822357147071,0.6322495427131595,0.8292682926829268
3,81.4,0.5678077859071949,0.727706985189832,0.7829457685285148,0.8462549277266754,1.2144398200029582,0.5534012143137746,0.6205967154480595,0.75
4,78.7,0.43276621571820767,0.7961214423340914,0.8504670816389787,0.8843626806833115,1.2153563382308608,0.6274060623738636,0.6575464785585612,0.8597560975609756
5,78.1,0.3285158365520079,0.8449360116989041,0.8917319286149034,0.8961892247043364,1.2360997124214392,0.6304332067818084,0.6684458733569514,0.8597560975609756
6,79.0,0.28970615439747105,0.8711393111808626,0.9069874093027256,0.9106438896189225,1.246804570876105,0.6660329706314575,0.6881291623315788,0.8719512195121951
7,77.8,0.25180875039219264,0.8826603396821238,0.9205555699523229,0.9277266754270697,1.2117504846153921,0.6474383590818241,0.6824912052953053,0.8475609756097561
8,76.8,0.25304369754459133,0.8768071516179531,0.9125627348060972,0.9132720105124835,1.2053543074282607,0.6540889187607473,0.688400197248283,0.8597560975609756
