epoch,seconds,train_loss,train_macro_f1,train_balanced_acc,train_high_risk_recall,val_loss,val_macro_f1,val_balanced_acc,val_high_risk_recall
1,77.0,1.691965714615969,0.2511253533034467,0.31307667754144025,0.5321944809461235,1.5764877300041948,0.3587336061066091,0.4230713433706918,0.6463414634146342
2,76.4,1.3832732450902758,0.43358870105532993,0.5303144968929947,0.7056504599211564,1.3120957785259093,0.4614885252174579,0.5117640194683366,0.7134146341463414
3,76.9,1.100437392049761,0.5477234267501006,0.6368894429751696,0.8068331143232589,1.163758946291973,0.504322306046444,0.5630718341008865,0.7439024390243902
4,78.5,0.9072002498664666,0.5996077547116107,0.6703093793983294,0.8147174770039421,1.1006267656480646,0.5439073914491731,0.5840586101650451,0.7621951219512195
5,77.7,0.7757676727143094,0.6757519662112781,0.7425461449567963,0.8475689881734559,1.0959467681157107,0.5573206324261241,0.5934614120875321,0.8109756097560976
6,76.1,0.7250255094238774,0.6862162067464594,0.7422821189619042,0.8396846254927727,1.078705617458145,0.5623657843019014,0.590054334053791,0.7987804878048781
7,75.7,0.6901261658217777,0.6982275091722326,0.7547779657649917,0.8567674113009198,1.0769626791077542,0.5678916843390528,0.5994435013169741,0.8170731707317073
8,75.9,0.678667266867054,0.7111837851133705,0.7673276974796863,0.8580814717477004,1.0730257668247112,0.564636675209885,0.5988029074100211,0.8475609756097561
